Fecha,Producto,Precio_Unitario,Cantidad,Venta_Total
2023-08-26 06:00:00,Producto D,88.86,18,1599.48
2023-08-26 07:00:00,Producto A,81.9,14,1146.6000000000001
2023-08-26 08:00:00,Producto D,96.95,16,1551.2
2023-08-26 09:00:00,Producto A,50.4,14,705.6
2023-08-26 10:00:00,Producto C,74.1,5,370.5
2023-08-26 11:00:00,Producto B,40.22,11,442.41999999999996
2023-08-26 12:00:00,Producto D,22.51,12,270.12
2023-08-26 13:00:00,Producto A,47.09,18,847.6200000000001
2023-08-26 14:00:00,Producto B,20.75,4,83.0
2023-08-26 15:00:00,Producto A,98.29,13,1277.77
2023-08-26 16:00:00,Producto B,14.14,13,183.82
2023-08-26 17:00:00,Producto B,60.98,4,243.92
2023-08-26 18:00:00,Producto A,64.51,7,451.57000000000005
2023-08-26 19:00:00,Producto D,56.12,2,112.24
2023-08-26 20:00:00,Producto D,67.91,18,1222.3799999999999
2023-08-26 21:00:00,Producto C,16.04,6,96.24
2023-08-26 22:00:00,Producto B,57.73,16,923.68
2023-08-26 23:00:00,Producto C,32.29,3,96.87
2023-08-27 00:00:00,Producto C,94.32,15,1414.8
2023-08-27 01:00:00,Producto A,77.4,10,774.0
2023-08-27 02:00:00,Producto A,97.39,9,876.51
2023-08-27 03:00:00,Producto A,8.57,11,94.27000000000001
2023-08-27 04:00:00,Producto B,32.09,14,449.26000000000005
2023-08-27 05:00:00,Producto A,23.57,12,282.84000000000003
2023-08-27 06:00:00,Producto A,6.06,7,42.419999999999995
2023-08-27 07:00:00,Producto B,28.02,11,308.21999999999997
2023-08-27 08:00:00,Producto B,69.48,17,1181.16
2023-08-27 09:00:00,Producto D,26.95,9,242.54999999999998
2023-08-27 10:00:00,Producto A,53.36,13,693.68
2023-08-27 11:00:00,Producto A,89.34,16,1429.44
2023-08-27 12:00:00,Producto A,70.91,3,212.73
2023-08-27 13:00:00,Producto D,42.49,5,212.45000000000002
2023-08-27 14:00:00,Producto A,40.38,17,686.46
2023-08-27 15:00:00,Producto D,48.29,1,48.29
2023-08-27 16:00:00,Producto C,21.82,9,196.38
2023-08-27 17:00:00,Producto D,65.23,17,1108.91
2023-08-27 18:00:00,Producto C,39.59,13,514.6700000000001
2023-08-27 19:00:00,Producto A,85.97,15,1289.55
2023-08-27 20:00:00,Producto C,76.87,8,614.96
2023-08-27 21:00:00,Producto D,63.0,8,504.0
2023-08-27 22:00:00,Producto B,39.6,2,79.2
2023-08-27 23:00:00,Producto C,24.94,10,249.4
2023-08-28 00:00:00,Producto C,78.73,5,393.65000000000003
2023-08-28 01:00:00,Producto A,51.21,16,819.36
2023-08-28 02:00:00,Producto D,26.35,19,500.65000000000003
2023-08-28 03:00:00,Producto C,23.54,1,23.54
2023-08-28 04:00:00,Producto C,20.71,13,269.23
2023-08-28 05:00:00,Producto C,78.83,4,315.32
2023-08-28 06:00:00,Producto C,26.75,7,187.25
2023-08-28 07:00:00,Producto B,55.03,1,55.03
2023-08-28 08:00:00,Producto D,47.9,2,95.8
2023-08-28 09:00:00,Producto A,60.06,16,960.96
2023-08-28 10:00:00,Producto A,88.33,14,1236.62
2023-08-28 11:00:00,Producto B,87.44,5,437.2
2023-08-28 12:00:00,Producto D,47.85,14,669.9
2023-08-28 13:00:00,Producto C,6.46,17,109.82
2023-08-28 14:00:00,Producto B,45.51,12,546.12
2023-08-28 15:00:00,Producto D,62.59,12,751.08
2023-08-28 16:00:00,Producto C,57.99,3,173.97
2023-08-28 17:00:00,Producto B,66.88,2,133.76
2023-08-28 18:00:00,Producto D,19.64,15,294.6
2023-08-28 19:00:00,Producto A,66.42,11,730.62
2023-08-28 20:00:00,Producto A,22.35,10,223.5
2023-08-28 21:00:00,Producto D,76.3,18,1373.3999999999999
2023-08-28 22:00:00,Producto A,37.21,2,74.42
2023-08-28 23:00:00,Producto D,72.44,7,507.08
2023-08-29 00:00:00,Producto C,9.55,7,66.85000000000001
2023-08-29 01:00:00,Producto D,43.75,7,306.25
2023-08-29 02:00:00,Producto C,71.98,14,1007.72
2023-08-29 03:00:00,Producto B,26.55,2,53.1
2023-08-29 04:00:00,Producto D,80.55,2,161.1
2023-08-29 05:00:00,Producto B,64.92,15,973.8000000000001
2023-08-29 06:00:00,Producto A,60.82,11,669.02
2023-08-29 07:00:00,Producto C,38.59,10,385.90000000000003
2023-08-29 08:00:00,Producto D,50.83,3,152.49
2023-08-29 09:00:00,Producto B,61.75,17,1049.75
2023-08-29 10:00:00,Producto C,49.88,9,448.92
2023-08-29 11:00:00,Producto C,71.34,15,1070.1000000000001
2023-08-29 12:00:00,Producto A,46.2,14,646.8000000000001
2023-08-29 13:00:00,Producto A,24.22,19,460.17999999999995
2023-08-29 14:00:00,Producto C,25.32,17,430.44
2023-08-29 15:00:00,Producto C,5.55,17,94.35
2023-08-29 16:00:00,Producto D,33.59,16,537.44
2023-08-29 17:00:00,Producto C,76.15,8,609.2
2023-08-29 18:00:00,Producto D,80.45,7,563.15
2023-08-29 19:00:00,Producto C,24.23,12,290.76
2023-08-29 20:00:00,Producto A,96.11,1,96.11
2023-08-29 21:00:00,Producto D,52.73,12,632.76
2023-08-29 22:00:00,Producto B,92.11,6,552.66
2023-08-29 23:00:00,Producto A,72.14,16,1154.24
2023-08-30 00:00:00,Producto D,73.63,18,1325.34
2023-08-30 01:00:00,Producto D,13.08,19,248.52
2023-08-30 02:00:00,Producto B,25.9,3,77.69999999999999
2023-08-30 03:00:00,Producto D,5.84,3,17.52
2023-08-30 04:00:00,Producto C,73.03,5,365.15
2023-08-30 05:00:00,Producto B,37.72,3,113.16
2023-08-30 06:00:00,Producto A,79.73,19,1514.8700000000001
2023-08-30 07:00:00,Producto A,37.2,5,186.0
2023-08-30 08:00:00,Producto C,82.84,14,1159.76
2023-08-30 09:00:00,Producto A,17.42,16,278.72
2023-08-30 10:00:00,Producto D,21.47,1,21.47
2023-08-30 11:00:00,Producto D,37.38,17,635.46
2023-08-30 12:00:00,Producto C,43.81,11,481.91
2023-08-30 13:00:00,Producto A,38.13,9,343.17
2023-08-30 14:00:00,Producto A,77.55,4,310.2
2023-08-30 15:00:00,Producto C,14.21,2,28.42
2023-08-30 16:00:00,Producto B,38.37,9,345.33
2023-08-30 17:00:00,Producto A,84.54,5,422.70000000000005
2023-08-30 18:00:00,Producto B,11.35,4,45.4
2023-08-30 19:00:00,Producto A,94.52,5,472.59999999999997
2023-08-30 20:00:00,Producto A,98.7,18,1776.6000000000001
2023-08-30 21:00:00,Producto A,13.41,13,174.33
2023-08-30 22:00:00,Producto A,32.67,5,163.35000000000002
2023-08-30 23:00:00,Producto D,40.38,19,767.22
2023-08-31 00:00:00,Producto B,78.76,3,236.28000000000003
2023-08-31 01:00:00,Producto B,61.61,18,1108.98
2023-08-31 02:00:00,Producto A,66.21,6,397.26
2023-08-31 03:00:00,Producto A,76.96,6,461.76
2023-08-31 04:00:00,Producto B,16.21,5,81.05000000000001
2023-08-31 05:00:00,Producto D,84.15,1,84.15
2023-08-31 06:00:00,Producto C,72.03,8,576.24
2023-08-31 07:00:00,Producto C,59.85,1,59.85
2023-08-31 08:00:00,Producto B,89.52,6,537.12
2023-08-31 09:00:00,Producto A,71.53,14,1001.4200000000001
2023-08-31 10:00:00,Producto A,24.16,11,265.76
2023-08-31 11:00:00,Producto D,45.83,2,91.66
2023-08-31 12:00:00,Producto C,51.93,4,207.72
2023-08-31 13:00:00,Producto D,10.25,13,133.25
2023-08-31 14:00:00,Producto C,95.69,7,669.8299999999999
2023-08-31 15:00:00,Producto B,17.21,6,103.26
2023-08-31 16:00:00,Producto C,71.26,3,213.78000000000003
2023-08-31 17:00:00,Producto D,53.09,9,477.81000000000006
2023-08-31 18:00:00,Producto D,7.44,14,104.16000000000001
2023-08-31 19:00:00,Producto D,92.85,11,1021.3499999999999
2023-08-31 20:00:00,Producto B,85.92,5,429.6
2023-08-31 21:00:00,Producto C,54.8,14,767.1999999999999
2023-08-31 22:00:00,Producto C,26.75,19,508.25
2023-08-31 23:00:00,Producto D,16.55,8,132.4
2023-09-01 00:00:00,Producto C,39.52,7,276.64000000000004
2023-09-01 01:00:00,Producto A,29.27,7,204.89
2023-09-01 02:00:00,Producto A,53.14,3,159.42000000000002
2023-09-01 03:00:00,Producto A,96.81,3,290.43
2023-09-01 04:00:00,Producto C,59.62,18,1073.1599999999999
2023-09-01 05:00:00,Producto B,89.54,13,1164.02
2023-09-01 06:00:00,Producto B,66.83,1,66.83
2023-09-01 07:00:00,Producto B,50.15,5,250.75
2023-09-01 08:00:00,Producto B,86.19,4,344.76
2023-09-01 09:00:00,Producto A,49.78,16,796.48
2023-09-01 10:00:00,Producto A,87.52,15,1312.8
2023-09-01 11:00:00,Producto D,32.7,18,588.6
2023-09-01 12:00:00,Producto C,17.24,17,293.08
2023-09-01 13:00:00,Producto C,86.25,14,1207.5
2023-09-01 14:00:00,Producto B,60.8,14,851.1999999999999
2023-09-01 15:00:00,Producto A,89.46,19,1699.7399999999998
2023-09-01 16:00:00,Producto B,94.09,6,564.54
2023-09-01 17:00:00,Producto D,10.09,13,131.17
2023-09-01 18:00:00,Producto C,52.59,18,946.6200000000001
2023-09-01 19:00:00,Producto C,40.62,15,609.3
2023-09-01 20:00:00,Producto B,64.46,7,451.21999999999997
2023-09-01 21:00:00,Producto D,80.39,19,1527.41
2023-09-01 22:00:00,Producto C,31.66,17,538.22
2023-09-01 23:00:00,Producto D,57.9,9,521.1
2023-09-02 00:00:00,Producto D,72.33,11,795.63
2023-09-02 01:00:00,Producto B,17.77,5,88.85
2023-09-02 02:00:00,Producto A,82.34,2,164.68
2023-09-02 03:00:00,Producto B,62.58,15,938.6999999999999
2023-09-02 04:00:00,Producto A,95.21,12,1142.52
2023-09-02 05:00:00,Producto D,37.26,10,372.59999999999997
2023-09-02 06:00:00,Producto A,15.27,10,152.7
2023-09-02 07:00:00,Producto D,53.12,11,584.3199999999999
2023-09-02 08:00:00,Producto C,13.15,10,131.5
2023-09-02 09:00:00,Producto C,97.11,7,679.77
2023-09-02 10:00:00,Producto C,8.68,14,121.52
2023-09-02 11:00:00,Producto B,76.58,13,995.54
2023-09-02 12:00:00,Producto B,54.88,5,274.40000000000003
2023-09-02 13:00:00,Producto D,40.02,19,760.3800000000001
2023-09-02 14:00:00,Producto C,11.26,10,112.6
2023-09-02 15:00:00,Producto B,64.11,8,512.88
2023-09-02 16:00:00,Producto C,60.6,18,1090.8
2023-09-02 17:00:00,Producto B,31.68,1,31.68
2023-09-02 18:00:00,Producto A,91.47,5,457.35
2023-09-02 19:00:00,Producto A,33.89,11,372.79
2023-09-02 20:00:00,Producto C,47.72,11,524.92
2023-09-02 21:00:00,Producto D,56.66,16,906.56
2023-09-02 22:00:00,Producto B,14.52,10,145.2
2023-09-02 23:00:00,Producto B,93.56,15,1403.4
2023-09-03 00:00:00,Producto A,40.58,7,284.06
2023-09-03 01:00:00,Producto A,12.67,15,190.05
2023-09-03 02:00:00,Producto D,41.79,16,668.64
2023-09-03 03:00:00,Producto D,62.02,6,372.12
2023-09-03 04:00:00,Producto D,53.8,11,591.8
2023-09-03 05:00:00,Producto C,70.98,17,1206.66
2023-09-03 06:00:00,Producto A,10.27,15,154.04999999999998
2023-09-03 07:00:00,Producto C,32.03,16,512.48
2023-09-03 08:00:00,Producto A,82.83,2,165.66
2023-09-03 09:00:00,Producto A,12.59,4,50.36
2023-09-03 10:00:00,Producto B,86.27,19,1639.1299999999999
2023-09-03 11:00:00,Producto A,13.73,6,82.38
2023-09-03 12:00:00,Producto A,84.27,18,1516.86
2023-09-03 13:00:00,Producto C,39.27,11,431.97
2023-09-03 14:00:00,Producto A,63.16,9,568.4399999999999
2023-09-03 15:00:00,Producto C,19.52,3,58.56
2023-09-03 16:00:00,Producto D,11.29,2,22.58
2023-09-03 17:00:00,Producto A,25.51,18,459.18
2023-09-03 18:00:00,Producto A,17.15,15,257.25
2023-09-03 19:00:00,Producto C,34.68,18,624.24
2023-09-03 20:00:00,Producto D,53.87,19,1023.53
2023-09-03 21:00:00,Producto B,60.93,15,913.95
2023-09-03 22:00:00,Producto D,80.04,17,1360.68
2023-09-03 23:00:00,Producto C,67.34,18,1212.1200000000001
2023-09-04 00:00:00,Producto D,62.83,18,1130.94
2023-09-04 01:00:00,Producto C,44.12,11,485.32
2023-09-04 02:00:00,Producto C,50.01,18,900.18
2023-09-04 03:00:00,Producto B,44.38,3,133.14000000000001
2023-09-04 04:00:00,Producto A,85.01,13,1105.13
2023-09-04 05:00:00,Producto C,26.85,14,375.90000000000003
2023-09-04 06:00:00,Producto C,5.54,4,22.16
2023-09-04 07:00:00,Producto B,66.88,18,1203.84
2023-09-04 08:00:00,Producto C,24.23,5,121.15
2023-09-04 09:00:00,Producto A,89.56,14,1253.8400000000001
2023-09-04 10:00:00,Producto B,86.61,12,1039.32
2023-09-04 11:00:00,Producto A,12.29,7,86.03
2023-09-04 12:00:00,Producto A,15.11,12,181.32
2023-09-04 13:00:00,Producto B,52.04,8,416.32
2023-09-04 14:00:00,Producto C,62.88,3,188.64000000000001
2023-09-04 15:00:00,Producto A,31.12,1,31.12
2023-09-04 16:00:00,Producto A,73.1,3,219.29999999999998
2023-09-04 17:00:00,Producto A,61.52,11,676.72
2023-09-04 18:00:00,Producto A,35.86,18,645.48
2023-09-04 19:00:00,Producto B,7.41,7,51.870000000000005
2023-09-04 20:00:00,Producto B,76.26,9,686.34
2023-09-04 21:00:00,Producto D,25.4,4,101.6
2023-09-04 22:00:00,Producto D,84.28,10,842.8
2023-09-04 23:00:00,Producto A,44.93,18,808.74
2023-09-05 00:00:00,Producto C,59.82,16,957.12
2023-09-05 01:00:00,Producto A,87.93,12,1055.16
2023-09-05 02:00:00,Producto C,87.04,19,1653.7600000000002
2023-09-05 03:00:00,Producto A,40.29,3,120.87
2023-09-05 04:00:00,Producto D,24.84,8,198.72
2023-09-05 05:00:00,Producto D,78.64,19,1494.16
2023-09-05 06:00:00,Producto C,46.14,9,415.26
2023-09-05 07:00:00,Producto A,23.24,19,441.55999999999995
2023-09-05 08:00:00,Producto C,90.92,17,1545.64
2023-09-05 09:00:00,Producto D,23.82,13,309.66
2023-09-05 10:00:00,Producto A,7.45,2,14.9
2023-09-05 11:00:00,Producto A,6.93,4,27.72
2023-09-05 12:00:00,Producto C,64.12,11,705.32
2023-09-05 13:00:00,Producto B,67.86,2,135.72
2023-09-05 14:00:00,Producto C,34.55,4,138.2
2023-09-05 15:00:00,Producto D,35.4,4,141.6
2023-09-05 16:00:00,Producto D,37.25,1,37.25
2023-09-05 17:00:00,Producto D,69.62,11,765.82
2023-09-05 18:00:00,Producto D,10.52,2,21.04
2023-09-05 19:00:00,Producto D,93.27,19,1772.1299999999999
2023-09-05 20:00:00,Producto B,26.14,8,209.12
2023-09-05 21:00:00,Producto A,99.97,4,399.88
2023-09-05 22:00:00,Producto C,21.29,16,340.64
2023-09-05 23:00:00,Producto C,78.3,15,1174.5
2023-09-06 00:00:00,Producto D,26.22,5,131.1
2023-09-06 01:00:00,Producto C,12.68,5,63.4
2023-09-06 02:00:00,Producto D,88.12,15,1321.8000000000002
2023-09-06 03:00:00,Producto B,86.58,17,1471.86
2023-09-06 04:00:00,Producto B,43.34,3,130.02
2023-09-06 05:00:00,Producto A,71.73,18,1291.14
2023-09-06 06:00:00,Producto B,57.92,11,637.12
2023-09-06 07:00:00,Producto B,86.03,6,516.1800000000001
2023-09-06 08:00:00,Producto A,34.93,12,419.15999999999997
2023-09-06 09:00:00,Producto C,54.75,17,930.75
2023-09-06 10:00:00,Producto D,51.11,14,715.54
2023-09-06 11:00:00,Producto D,38.62,6,231.71999999999997
2023-09-06 12:00:00,Producto C,89.69,10,896.9
2023-09-06 13:00:00,Producto A,20.76,16,332.16
2023-09-06 14:00:00,Producto C,19.2,18,345.59999999999997
2023-09-06 15:00:00,Producto B,59.81,6,358.86
2023-09-06 16:00:00,Producto A,67.46,19,1281.7399999999998
2023-09-06 17:00:00,Producto A,23.49,3,70.47
2023-09-06 18:00:00,Producto A,42.12,12,505.43999999999994
2023-09-06 19:00:00,Producto D,94.92,16,1518.72
2023-09-06 20:00:00,Producto C,28.43,3,85.28999999999999
2023-09-06 21:00:00,Producto A,68.49,16,1095.84
2023-09-06 22:00:00,Producto A,75.31,4,301.24
2023-09-06 23:00:00,Producto A,47.57,13,618.41
2023-09-07 00:00:00,Producto C,94.06,4,376.24
2023-09-07 01:00:00,Producto D,74.98,4,299.92
2023-09-07 02:00:00,Producto B,48.5,7,339.5
2023-09-07 03:00:00,Producto D,59.09,12,709.08
2023-09-07 04:00:00,Producto A,70.8,2,141.6
2023-09-07 05:00:00,Producto D,61.26,16,980.16
2023-09-07 06:00:00,Producto D,88.48,7,619.36
2023-09-07 07:00:00,Producto B,38.9,19,739.1
2023-09-07 08:00:00,Producto C,33.49,11,368.39000000000004
2023-09-07 09:00:00,Producto C,25.31,1,25.31
2023-09-07 10:00:00,Producto D,8.59,9,77.31
2023-09-07 11:00:00,Producto D,9.09,5,45.45
2023-09-07 12:00:00,Producto C,87.66,17,1490.22
2023-09-07 13:00:00,Producto C,69.45,1,69.45
2023-09-07 14:00:00,Producto B,67.75,17,1151.75
2023-09-07 15:00:00,Producto A,63.39,12,760.6800000000001
2023-09-07 16:00:00,Producto D,85.68,13,1113.8400000000001
2023-09-07 17:00:00,Producto C,50.63,11,556.9300000000001
2023-09-07 18:00:00,Producto D,87.69,13,1139.97
2023-09-07 19:00:00,Producto D,39.15,13,508.95
2023-09-07 20:00:00,Producto C,93.04,6,558.24
2023-09-07 21:00:00,Producto B,71.37,6,428.22
2023-09-07 22:00:00,Producto D,29.43,10,294.3
2023-09-07 23:00:00,Producto B,58.59,19,1113.21
2023-09-08 00:00:00,Producto C,55.64,3,166.92000000000002
2023-09-08 01:00:00,Producto A,18.1,7,126.70000000000002
2023-09-08 02:00:00,Producto A,61.17,5,305.85
2023-09-08 03:00:00,Producto D,34.9,8,279.2
2023-09-08 04:00:00,Producto C,9.97,5,49.85
2023-09-08 05:00:00,Producto B,95.12,12,1141.44
2023-09-08 06:00:00,Producto D,65.94,4,263.76
2023-09-08 07:00:00,Producto C,88.31,19,1677.89
2023-09-08 08:00:00,Producto C,69.23,18,1246.14
2023-09-08 09:00:00,Producto B,38.91,3,116.72999999999999
2023-09-08 10:00:00,Producto D,53.71,7,375.97
2023-09-08 11:00:00,Producto C,69.2,8,553.6
2023-09-08 12:00:00,Producto C,96.22,15,1443.3
2023-09-08 13:00:00,Producto C,29.1,17,494.70000000000005
2023-09-08 14:00:00,Producto B,88.12,19,1674.2800000000002
2023-09-08 15:00:00,Producto D,92.79,4,371.16
2023-09-08 16:00:00,Producto D,68.69,16,1099.04
2023-09-08 17:00:00,Producto D,93.47,13,1215.11
2023-09-08 18:00:00,Producto D,42.8,12,513.5999999999999
2023-09-08 19:00:00,Producto A,95.54,4,382.16
2023-09-08 20:00:00,Producto A,71.76,12,861.1200000000001
2023-09-08 21:00:00,Producto D,8.99,17,152.83
2023-09-08 22:00:00,Producto B,91.15,9,820.35
2023-09-08 23:00:00,Producto A,51.02,12,612.24
2023-09-09 00:00:00,Producto C,48.73,15,730.9499999999999
2023-09-09 01:00:00,Producto A,58.81,2,117.62
2023-09-09 02:00:00,Producto C,19.19,9,172.71
2023-09-09 03:00:00,Producto D,49.57,14,693.98
2023-09-09 04:00:00,Producto A,83.96,4,335.84
2023-09-09 05:00:00,Producto B,6.47,4,25.88
2023-09-09 06:00:00,Producto A,30.93,6,185.57999999999998
2023-09-09 07:00:00,Producto A,5.23,5,26.150000000000002
2023-09-09 08:00:00,Producto A,44.49,17,756.33
2023-09-09 09:00:00,Producto D,74.19,13,964.47
2023-09-09 10:00:00,Producto B,80.88,17,1374.96
2023-09-09 11:00:00,Producto A,94.79,19,1801.0100000000002
2023-09-09 12:00:00,Producto B,62.81,1,62.81
2023-09-09 13:00:00,Producto D,29.19,17,496.23
2023-09-09 14:00:00,Producto C,92.79,3,278.37
2023-09-09 15:00:00,Producto A,78.65,14,1101.1000000000001
2023-09-09 16:00:00,Producto B,59.57,12,714.84
2023-09-09 17:00:00,Producto B,71.09,15,1066.3500000000001
2023-09-09 18:00:00,Producto D,92.81,6,556.86
2023-09-09 19:00:00,Producto A,72.68,2,145.36
2023-09-09 20:00:00,Producto C,40.0,4,160.0
2023-09-09 21:00:00,Producto B,72.74,13,945.6199999999999
2023-09-09 22:00:00,Producto A,8.83,13,114.79
2023-09-09 23:00:00,Producto C,41.71,17,709.07
2023-09-10 00:00:00,Producto B,43.6,6,261.6
2023-09-10 01:00:00,Producto B,20.85,11,229.35000000000002
2023-09-10 02:00:00,Producto C,7.19,19,136.61
2023-09-10 03:00:00,Producto C,17.67,16,282.72
2023-09-10 04:00:00,Producto D,67.19,8,537.52
2023-09-10 05:00:00,Producto A,81.22,1,81.22
2023-09-10 06:00:00,Producto A,98.88,10,988.8
2023-09-10 07:00:00,Producto D,37.9,2,75.8
2023-09-10 08:00:00,Producto B,61.94,19,1176.86
2023-09-10 09:00:00,Producto C,94.03,14,1316.42
2023-09-10 10:00:00,Producto C,20.87,3,62.61
2023-09-10 11:00:00,Producto C,73.18,9,658.6200000000001
2023-09-10 12:00:00,Producto B,76.72,8,613.76
2023-09-10 13:00:00,Producto C,13.45,11,147.95
2023-09-10 14:00:00,Producto C,86.82,15,1302.3
2023-09-10 15:00:00,Producto D,82.24,6,493.43999999999994
2023-09-10 16:00:00,Producto B,8.17,2,16.34
2023-09-10 17:00:00,Producto A,13.65,1,13.65
2023-09-10 18:00:00,Producto D,9.67,3,29.009999999999998
2023-09-10 19:00:00,Producto D,36.8,18,662.4
2023-09-10 20:00:00,Producto A,53.38,14,747.32
2023-09-10 21:00:00,Producto D,55.57,17,944.69
2023-09-10 22:00:00,Producto B,30.43,2,60.86
2023-09-10 23:00:00,Producto C,91.6,19,1740.3999999999999
2023-09-11 00:00:00,Producto B,39.98,9,359.82
2023-09-11 01:00:00,Producto A,9.33,8,74.64
2023-09-11 02:00:00,Producto A,33.52,10,335.20000000000005
2023-09-11 03:00:00,Producto D,55.46,9,499.14
2023-09-11 04:00:00,Producto B,43.78,8,350.24
2023-09-11 05:00:00,Producto B,31.02,7,217.14
2023-09-11 06:00:00,Producto A,17.48,6,104.88
2023-09-11 07:00:00,Producto B,82.82,2,165.64
2023-09-11 08:00:00,Producto A,99.63,9,896.67
2023-09-11 09:00:00,Producto B,36.31,9,326.79
2023-09-11 10:00:00,Producto B,41.25,19,783.75
2023-09-11 11:00:00,Producto B,63.71,9,573.39
2023-09-11 12:00:00,Producto A,73.25,2,146.5
2023-09-11 13:00:00,Producto D,42.24,19,802.5600000000001
2023-09-11 14:00:00,Producto B,90.97,16,1455.52
2023-09-11 15:00:00,Producto A,58.2,14,814.8000000000001
2023-09-11 16:00:00,Producto A,47.79,1,47.79
2023-09-11 17:00:00,Producto B,66.43,13,863.5900000000001
2023-09-11 18:00:00,Producto B,95.52,2,191.04
2023-09-11 19:00:00,Producto D,80.48,14,1126.72
2023-09-11 20:00:00,Producto A,8.8,1,8.8
2023-09-11 21:00:00,Producto A,36.57,15,548.55
2023-09-11 22:00:00,Producto C,49.7,18,894.6
2023-09-11 23:00:00,Producto A,34.88,9,313.92
2023-09-12 00:00:00,Producto D,71.52,8,572.16
2023-09-12 01:00:00,Producto C,83.5,7,584.5
2023-09-12 02:00:00,Producto C,74.48,9,670.32
2023-09-12 03:00:00,Producto C,98.99,9,890.91
2023-09-12 04:00:00,Producto B,30.89,11,339.79
2023-09-12 05:00:00,Producto B,88.12,4,352.48
2023-09-12 06:00:00,Producto A,77.83,7,544.81
2023-09-12 07:00:00,Producto C,39.41,7,275.87
2023-09-12 08:00:00,Producto D,74.74,4,298.96
2023-09-12 09:00:00,Producto B,14.89,12,178.68
2023-09-12 10:00:00,Producto D,79.99,17,1359.83
2023-09-12 11:00:00,Producto D,55.57,3,166.71
2023-09-12 12:00:00,Producto B,32.77,9,294.93
2023-09-12 13:00:00,Producto B,67.3,5,336.5
2023-09-12 14:00:00,Producto B,65.95,16,1055.2
2023-09-12 15:00:00,Producto B,24.9,8,199.2
2023-09-12 16:00:00,Producto C,7.89,16,126.24
2023-09-12 17:00:00,Producto C,46.19,19,877.6099999999999
2023-09-12 18:00:00,Producto C,59.1,16,945.6
2023-09-12 19:00:00,Producto C,88.28,18,1589.04
2023-09-12 20:00:00,Producto A,93.18,15,1397.7
2023-09-12 21:00:00,Producto C,55.24,18,994.32
2023-09-12 22:00:00,Producto B,76.61,14,1072.54
2023-09-12 23:00:00,Producto D,46.73,16,747.68
2023-09-13 00:00:00,Producto C,75.88,5,379.4
2023-09-13 01:00:00,Producto A,24.46,8,195.68
2023-09-13 02:00:00,Producto B,40.25,16,644.0
2023-09-13 03:00:00,Producto D,65.25,1,65.25
2023-09-13 04:00:00,Producto D,6.73,11,74.03
2023-09-13 05:00:00,Producto C,73.63,11,809.93
2023-09-13 06:00:00,Producto D,84.38,2,168.76
2023-09-13 07:00:00,Producto C,42.92,19,815.48
2023-09-13 08:00:00,Producto C,47.55,5,237.75
2023-09-13 09:00:00,Producto B,85.87,3,257.61
2023-09-13 10:00:00,Producto B,78.69,8,629.52
2023-09-13 11:00:00,Producto A,32.37,4,129.48
2023-09-13 12:00:00,Producto B,35.78,13,465.14
2023-09-13 13:00:00,Producto B,69.49,14,972.8599999999999
2023-09-13 14:00:00,Producto C,58.5,1,58.5
2023-09-13 15:00:00,Producto B,20.41,5,102.05
2023-09-13 16:00:00,Producto C,34.44,7,241.07999999999998
2023-09-13 17:00:00,Producto C,90.5,6,543.0
2023-09-13 18:00:00,Producto B,70.38,15,1055.6999999999998
2023-09-13 19:00:00,Producto A,98.67,15,1480.05
2023-09-13 20:00:00,Producto A,77.87,8,622.96
2023-09-13 21:00:00,Producto D,94.49,2,188.98
2023-09-13 22:00:00,Producto D,25.54,14,357.56
2023-09-13 23:00:00,Producto B,78.29,16,1252.64
2023-09-14 00:00:00,Producto A,6.92,10,69.2
2023-09-14 01:00:00,Producto C,68.72,15,1030.8
2023-09-14 02:00:00,Producto D,49.58,4,198.32
2023-09-14 03:00:00,Producto C,37.94,12,455.28
2023-09-14 04:00:00,Producto D,86.93,10,869.3000000000001
2023-09-14 05:00:00,Producto B,86.16,2,172.32
2023-09-14 06:00:00,Producto A,7.12,4,28.48
2023-09-14 07:00:00,Producto D,62.9,6,377.4
2023-09-14 08:00:00,Producto A,39.94,14,559.16
2023-09-14 09:00:00,Producto C,44.49,3,133.47
2023-09-14 10:00:00,Producto B,84.04,15,1260.6000000000001
2023-09-14 11:00:00,Producto A,34.43,1,34.43
2023-09-14 12:00:00,Producto B,94.59,19,1797.21
2023-09-14 13:00:00,Producto A,22.07,1,22.07
2023-09-14 14:00:00,Producto C,67.96,13,883.4799999999999
2023-09-14 15:00:00,Producto C,68.85,8,550.8
2023-09-14 16:00:00,Producto B,28.96,18,521.28
2023-09-14 17:00:00,Producto C,35.85,3,107.55000000000001
2023-09-14 18:00:00,Producto D,84.31,18,1517.58
2023-09-14 19:00:00,Producto A,77.37,9,696.33
2023-09-14 20:00:00,Producto C,36.26,6,217.56
2023-09-14 21:00:00,Producto D,55.73,2,111.46
2023-09-14 22:00:00,Producto B,10.86,4,43.44
2023-09-14 23:00:00,Producto D,24.83,18,446.93999999999994
2023-09-15 00:00:00,Producto B,51.15,7,358.05
2023-09-15 01:00:00,Producto B,13.17,11,144.87
2023-09-15 02:00:00,Producto A,85.12,5,425.6
2023-09-15 03:00:00,Producto A,73.21,8,585.68
2023-09-15 04:00:00,Producto D,94.65,11,1041.15
2023-09-15 05:00:00,Producto A,70.88,15,1063.1999999999998
